Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
7/29/2010,5345600,243.2,243.2,243.2,243.22,244.68,239.9,242.74
7/30/2010,4283900,243.03,243.03,243.03,240.07,243.92,239.81,242.67
8/2/2010,3713600,243.83,243.83,243.83,244.74,246.89,243.71,245.45
8/3/2010,3600900,244.28,244.28,244.28,245.5,246.48,243.62,245.16
8/4/2010,7617300,247.32,247.32,247.32,246.34,253.75,245.77,253.41
8/5/2010,4835900,249.65,249.65,249.65,253.2,254.55,252.03,254.3
8/6/2010,6632300,249.88,249.88,249.88,252.95,253.12,248.27,250.36
8/9/2010,3740600,250.9,250.9,250.9,251.38,253,250.93,252.93
8/10/2010,4143800,251.3,251.3,251.3,251.43,253.25,249.53,252.11
8/11/2010,4441500,249.58,249.58,249.58,249.11,249.25,246,246.12
8/12/2010,4404700,248.47,248.47,248.47,242.21,247.62,241.5,246.25
8/13/2010,3865500,246.78,246.78,246.78,244.74,245.84,243.25,243.42
8/16/2010,2607300,245.54,245.54,245.54,242.08,245.18,240.49,243.04
8/17/2010,3777600,245.53,245.53,245.53,244.51,247.6,243.26,245.51
8/18/2010,5367400,244.13,244.13,244.13,245.47,245.68,241.02,241.32
8/19/2010,7842100,240.82,240.82,240.82,240.75,241.5,233.86,234.22
8/20/2010,7827300,237.63,237.63,237.63,234.22,236.03,230.74,231.24
8/23/2010,5966400,235.84,235.84,235.84,230.98,234.36,229.09,232.27
8/24/2010,5519800,232.54,232.54,232.54,229.08,229.41,225.69,225.92
8/25/2010,5179000,230.87,230.87,230.87,225.23,229.13,225.23,227.54
8/26/2010,3550400,229.15,229.15,229.15,228.26,228.86,225.45,225.72
8/27/2010,4620100,229.32,229.32,229.32,226.51,230.23,224.05,229.64
8/30/2010,2460300,228.4,228.4,228.4,229.8,230.11,226.44,226.57
8/31/2010,3889700,227.35,227.35,227.35,225.28,227.66,224.22,225.24
9/1/2010,6450100,228.36,228.36,228.36,227.72,232.7,226.48,230.4
9/2/2010,3365000,229.52,229.52,229.52,231.65,232.45,230.39,231.82
9/3/2010,5075700,231.47,231.47,231.47,235.5,236.18,233.95,235.39
9/7/2010,3416300,231.79,231.79,231.79,232.48,234.03,231.74,232.43
9/8/2010,4798700,233.04,233.04,233.04,232.83,236.49,232.49,235.53
9/9/2010,4856300,234.8,234.8,234.8,239.15,240.44,235.53,238.33
9/10/2010,3944600,235.97,235.97,235.97,239.75,240.14,237.78,238.31
9/13/2010,4478500,237.77,237.77,237.77,240.69,242.42,240.01,241.38
9/14/2010,4428500,238.67,238.67,238.67,241.25,242.62,240.28,240.46
9/15/2010,4800700,239.3,239.3,239.3,240.22,241.19,239.49,240.56
9/16/2010,3935000,239.79,239.79,239.79,240.22,241.47,239.94,240.77
9/17/2010,11271900,241.63,241.63,241.63,242.12,245.85,240.83,245.32
9/20/2010,8798100,245.89,245.89,245.89,246.5,255.46,246.28,254.39
9/21/2010,8923600,249.59,249.59,249.59,255.1,260.25,254.71,256.99
9/22/2010,5069100,252.48,252.48,252.48,256.69,259.15,256.1,258.26
9/23/2010,4630100,253.99,253.99,253.99,257.56,260.11,255.91,257
9/24/2010,6707000,257.29,257.29,257.29,261.13,264.18,259.39,263.91
9/27/2010,6208500,260.02,260.02,260.02,264.69,268.69,264.69,265.47
9/28/2010,7302000,261.3,261.3,261.3,267.01,267.06,259.48,263.85
9/29/2010,4340000,262.23,262.23,262.23,264.19,266.74,262.62,264.11
9/30/2010,6481700,262.54,262.54,262.54,264.84,266.2,259.72,263.16
10/1/2010,4445500,262.72,262.72,262.72,265.27,265.58,261.76,263.07
10/4/2010,3877100,262.29,262.29,262.29,262.74,264.39,259.68,261.44
10/5/2010,7007100,264.65,264.65,264.65,264.45,270.27,263.54,269.38
10/6/2010,5519000,265.58,265.58,265.58,269.9,270.25,265.24,267.44
10/7/2010,4786800,265.48,265.48,265.48,268.37,268.87,264.83,265.27
10/8/2010,5712600,266.47,266.47,266.47,266.65,269.07,264.07,268.44
10/11/2010,5247300,267.54,267.54,267.54,269.51,272.57,268.85,269.69
10/12/2010,7499600,268.68,268.68,268.68,270.33,273.27,269.16,270.97
10/13/2010,6105000,269.76,269.76,269.76,273.77,274.02,271.44,271.92
10/14/2010,13254900,270.09,270.09,270.09,272.36,272.9,268.82,270.74
10/15/2010,29619900,280.4,280.4,280.4,299.93,301.12,296.1,301.03
10/18/2010,14182200,289.99,289.99,289.99,300.58,310.16,300.58,309.16
10/19/2010,9166600,294.73,294.73,294.73,304.73,307.72,301.73,304.22
10/20/2010,7043100,297.92,297.92,297.92,304.37,309,304.05,304.29
10/21/2010,5835100,300.71,300.71,300.71,306.06,308.31,303.3,306.3
10/22/2010,4507600,302.66,302.66,302.66,306.27,307.72,305.33,306.57
10/25/2010,6310400,304.63,304.63,304.63,308.1,312.68,307.79,308.56
10/26/2010,5020700,306.29,306.29,306.29,306.86,310.93,305.82,309.61
10/27/2010,4479300,307.04,307.04,307.04,308.19,310.31,306.47,308.54
10/28/2010,4364200,307.89,307.89,307.89,310.34,310.81,306.96,309.6
10/29/2010,4552000,307.65,307.65,307.65,308.84,309.81,306.8,307.16
11/1/2010,6168000,307.7,307.7,307.7,308.17,310.64,305.91,307.81
11/2/2010,3991200,307.84,307.84,307.84,309.64,310.31,307.6,308.11
11/3/2010,6754200,308.69,308.69,308.69,309.06,311.23,307.06,310.4
11/4/2010,7134400,309.94,309.94,309.94,312.63,315.28,311.36,312.45
11/5/2010,3527800,310.91,310.91,310.91,311.9,313.06,310.87,312.85
11/8/2010,4198300,311.84,311.84,311.84,312.32,315.06,311.88,313.7
11/9/2010,4469900,312.13,312.13,312.13,315.32,315.74,310.57,312.72
11/10/2010,4989000,312.01,312.01,312.01,311.35,311.81,309.06,311.75
11/11/2010,4518600,310.97,310.97,310.97,310.16,310.24,307.41,308.9
11/12/2010,6779200,307.96,307.96,307.96,307.3,308.76,300.91,301.95
11/15/2010,6950800,304.65,304.65,304.65,301.84,302.3,297.32,298.03
11/16/2010,6608100,300.49,300.49,300.49,296.68,299.24,292.02,292.15
11/17/2010,4880100,297.68,297.68,297.68,292.79,295.05,290.98,292.07
11/18/2010,5174800,297.98,297.98,297.98,294.79,300.29,294.57,298.58
11/19/2010,4590400,297.22,297.22,297.22,298.8,299.24,295.47,295.71
11/22/2010,4368800,296.79,296.79,296.79,294.03,297.02,291.67,295.91
11/23/2010,4320800,295.12,295.12,295.12,293.8,294.8,289.39,291.8
11/24/2010,4788000,296.01,296.01,296.01,293.95,298.6,293.82,297.78
11/26/2010,2619500,295.77,295.77,295.77,295.53,296.79,293.79,295.3
11/29/2010,5713600,294.3,294.3,294.3,294.88,295.2,290.27,291.35
11/30/2010,14220500,288.91,288.91,288.91,287.45,287.45,276.93,278.13
12/1/2010,7500600,286.76,286.76,286.76,281.78,286.07,281.48,282.46
12/2/2010,5090700,286.57,286.57,286.57,284.61,286.95,282.96,286.2
12/3/2010,5257100,286.65,286.65,286.65,285.01,288.53,284.28,286.79
12/6/2010,4183400,287.59,287.59,287.59,290.58,291.29,288.59,289.47
12/7/2010,6078300,289.68,289.68,289.68,295.93,296.8,293.29,293.86
12/8/2010,3510200,291.64,291.64,291.64,296.28,296.56,292.14,295.57
12/9/2010,3734000,293.11,293.11,293.11,297.24,298.09,294.79,296.05
12/10/2010,3405900,294.21,294.21,294.21,296.87,297.29,295.44,296.4
12/13/2010,4792200,295.34,295.34,295.34,298.86,301.8,297.34,297.61
12/14/2010,3283300,296.14,296.14,296.14,298.84,299.44,296.54,297.75
12/15/2010,4331000,295.91,295.91,295.91,297.4,298.52,294.87,295.45
12/16/2010,3190600,295.99,295.99,295.99,296.72,297.18,294.33,296.15
12/17/2010,6168000,295.89,295.89,295.89,295.8,296.58,294.13,295.7
12/20/2010,3942600,296.54,296.54,296.54,297.62,299.24,294.62,297.83
12/21/2010,3755200,298.31,298.31,298.31,299.58,302.66,299.1,301.84
12/22/2010,2412500,299.89,299.89,299.89,302.3,303.8,301.94,303.05
12/23/2010,2219300,300.73,300.73,300.73,302.97,303.3,301.32,302.42
12/27/2010,2413700,300.98,300.98,300.98,301.67,302.19,300.05,301.49
12/28/2010,2127400,300.58,300.58,300.58,301.33,302.24,299.3,299.76
12/29/2010,2036300,300.65,300.65,300.65,301.3,301.51,299.76,300.8
12/30/2010,1977000,300.34,300.34,300.34,299.3,300.97,298.99,299.73
